Datetime_UTC,RecNbr,Array_ID_1min,Stn_Code,DHI_Avg,DHI_Std,GHI_Avg,GHI_Std,Irrad_Direct_Avg,Irrad_Direct_Std,SunShine_Tot,Bat_Min,GTI_Avg,GTI_Std,GTISW_Avg,GTISW_Std
2023-05-08 00:00:00,14892,101.0,555.0,-2.5991334915161133,0.05546955019235611,-3.21221661567688,0.11748211830854416,1.442002773284912,6.507107257843018,0.0,13.6,-5.775097846984863,0.1110108271241188,-2.6374964714050293,0.2878742814064026
2023-05-08 00:01:00,14893,101.0,555.0,-2.5925798416137695,0.05600881949067116,-3.219433546066284,0.1209254264831543,2.6114232540130615,6.141462326049805,0.0,13.59,-5.79389762878418,0.12264707684516907,-2.6907217502593994,0.2869928181171417
2023-05-08 00:02:00,14894,101.0,555.0,-2.56502103805542,0.06436370313167572,-3.2279200553894043,0.1315508484840393,1.7372088432312012,5.755716323852539,0.0,13.6,-5.818150520324707,0.12733930349349976,-2.546865224838257,0.2802812159061432
2023-05-08 00:03:00,14895,101.0,555.0,-2.5021021366119385,0.05786370858550072,-3.1734578609466553,0.12198765575885773,2.986168622970581,5.903895854949951,0.0,13.6,-5.771689414978027,0.13515837490558624,-2.5966873168945312,0.27406585216522217
2023-05-08 00:04:00,14896,101.0,555.0,-2.4818241596221924,0.05230933800339699,-3.1459505558013916,0.11347699910402298,2.021024703979492,5.424300193786621,0.0,13.6,-5.760718822479248,0.137858584523201,-2.5174551010131836,0.3359624147415161
2023-05-08 00:05:00,14897,101.0,555.0,-2.483144521713257,0.06126188859343529,-3.157116174697876,0.1182662770152092,2.611443519592285,5.646787643432617,0.0,13.6,-5.75521183013916,0.12168313562870026,-2.5355842113494873,0.30094483494758606
2023-05-08 00:06:00,14898,101.0,555.0,-2.4923388957977295,0.0508105605840683,-3.1932260990142822,0.1058962419629097,1.6917916536331177,5.593641757965088,0.0,13.59,-5.728713512420654,0.15017859637737274,-2.4608607292175293,0.2807319462299347
2023-05-08 00:07:00,14899,101.0,555.0,-2.4733123779296875,0.06606979668140411,-3.140711545944214,0.10830117017030716,1.7258676290512085,5.226104259490967,0.0,13.6,-5.747466087341309,0.1271129697561264,-2.4257352352142334,0.2928725481033325
2023-05-08 00:08:00,14900,101.0,555.0,-2.39727783203125,0.060901906341314316,-3.0494978427886963,0.0949312224984169,3.394878387451172,5.124452590942383,0.0,13.6,-5.730844974517822,0.12588004767894745,-2.4970648288726807,0.2903043031692505
2023-05-08 00:09:00,14901,101.0,555.0,-2.335055112838745,0.04766833037137985,-3.0167396068573,0.0993184968829155,3.894516944885254,6.536880970001221,0.0,13.6,-5.608173847198486,0.12082762271165848,-2.3464834690093994,0.3080122172832489
2023-05-08 00:10:00,14902,101.0,555.0,-2.255110025405884,0.05999133363366127,-2.866504430770874,0.07888477295637131,-0.45416581630706787,5.632490634918213,0.0,13.6,-5.621467590332031,0.12710332870483398,-2.225318670272827,0.23915673792362213
2023-05-08 00:11:00,14903,101.0,555.0,-2.240061044692993,0.043055515736341476,-2.9157440662384033,0.08408426493406296,3.474483013153076,6.432754039764404,0.0,13.59,-5.338407039642334,0.10728825628757477,-2.141538143157959,0.2843857705593109
2023-05-08 00:12:00,14904,101.0,555.0,-2.1941945552825928,0.06452643126249313,-2.932159900665283,0.05497770011425018,-0.2043784111738205,3.1596529483795166,0.0,13.6,-5.293086051940918,0.10091638565063477,-1.8980605602264404,0.2538953125476837
2023-05-08 00:13:00,14905,101.0,555.0,-2.1666834354400635,0.054059866815805435,-2.7255027294158936,0.1390654742717743,3.2586777210235596,4.270945072174072,0.0,13.59,-5.258836269378662,0.10945641994476318,-2.270667314529419,0.28996261954307556
2023-05-08 00:14:00,14906,101.0,555.0,-2.0827906131744385,0.05875016003847122,-2.766832113265991,0.09065304696559906,1.0445760488510132,5.27918815612793,0.0,13.59,-5.213481426239014,0.14557023346424103,-1.922985315322876,0.27357977628707886
2023-05-08 00:15:00,14907,101.0,555.0,-2.0428102016448975,0.056723274290561676,-2.6979377269744873,0.11374814063310623,3.542595148086548,6.653914451599121,0.0,13.6,-5.102880954742432,0.1358301192522049,-1.9512956142425537,0.29360130429267883
